TransactionID,CustomerID,MerchantID,TransactionDate,Amount,PaymentType,IsFraud,Name,Gender,AgeGroup,Region,SignupDate,MerchantName,Category,City,Country
TXN000902,CUST0446,MERCH0212,2025-02-06 17:43:09.317,2790.44,Net Banking,0,Customer_446,Male,46-60,North,2024-06-06 17:43:09.293,Merchant_212,Books,Mumbai,India
TXN000903,CUST0074,MERCH0076,2024-12-08 17:43:09.317,28708.36,Debit Card,0,Customer_74,Female,46-60,South,2025-02-08 17:43:09.290,Merchant_76,Electronics,Kolkata,India
TXN000904,CUST0010,MERCH0227,2024-12-03 17:43:09.317,34461.12,Credit Card,0,Customer_10,Female,18-25,West,2024-02-15 17:43:09.290,Merchant_227,Electronics,Delhi,India
TXN000905,CUST0484,MERCH0209,2024-11-19 17:43:09.317,16374.87,Wallet,0,Customer_484,Female,18-25,North,2024-09-03 17:43:09.293,Merchant_209,Home Decor,Kolkata,India
TXN000906,CUST0456,MERCH0092,2024-07-01 17:43:09.317,30717.85,UPI,0,Customer_456,Male,18-25,West,2021-08-28 17:43:09.293,Merchant_92,Beauty,Delhi,India
TXN000907,CUST0566,MERCH0233,2024-10-25 17:43:09.317,2702.65,Net Banking,0,Customer_566,Female,26-35,East,2024-02-17 17:43:09.293,Merchant_233,Electronics,Bangalore,India
TXN000908,CUST0564,MERCH0010,2025-04-08 17:43:09.317,5054.74,Debit Card,0,Customer_564,Male,18-25,South,2023-11-12 17:43:09.293,Merchant_10,Books,Delhi,India
TXN000909,CUST0160,MERCH0086,2024-10-20 17:43:09.317,35117.56,Net Banking,0,Customer_160,Female,60+,North,2024-04-19 17:43:09.290,Merchant_86,Grocery,Pune,India
TXN000910,CUST0014,MERCH0102,2025-05-08 17:43:09.317,18466.68,Wallet,0,Customer_14,Male,26-35,North,2022-01-11 17:43:09.290,Merchant_102,Electronics,Pune,India
TXN000911,CUST0178,MERCH0185,2024-09-16 17:43:09.317,33599.57,Debit Card,0,Customer_178,Male,26-35,North,2025-02-26 17:43:09.290,Merchant_185,Home Decor,Hyderabad,India
TXN000912,CUST0412,MERCH0225,2024-07-17 17:43:09.317,41602.88,UPI,0,Customer_412,Female,26-35,North,2022-11-04 17:43:09.293,Merchant_225,Home Decor,Delhi,India
TXN000913,CUST0053,MERCH0214,2024-12-06 17:43:09.317,42645.86,Credit Card,0,Customer_53,Male,26-35,North,2024-08-16 17:43:09.290,Merchant_214,Electronics,Ahmedabad,India
TXN000914,CUST0408,MERCH0108,2025-06-03 17:43:09.317,8691.17,Wallet,0,Customer_408,Female,46-60,South,2021-10-06 17:43:09.293,Merchant_108,Electronics,Kolkata,India
TXN000915,CUST0022,MERCH0165,2025-05-18 17:43:09.317,24365.65,Debit Card,0,Customer_22,Male,26-35,South,2021-06-21 17:43:09.290,Merchant_165,Books,Delhi,India
TXN000916,CUST0030,MERCH0205,2025-04-20 17:43:09.317,36722.94,Credit Card,0,Customer_30,Female,60+,East,2022-10-17 17:43:09.290,Merchant_205,Beauty,Hyderabad,India
TXN000917,CUST0260,MERCH0091,2025-06-24 17:43:09.317,38721.63,Debit Card,0,Customer_260,Male,26-35,West,2022-08-07 17:43:09.293,Merchant_91,Beauty,Bangalore,India
TXN000918,CUST0205,MERCH0192,2024-10-31 17:43:09.317,39255.33,Wallet,0,Customer_205,Female,36-45,East,2022-02-21 17:43:09.290,Merchant_192,Electronics,Kolkata,India
TXN000919,CUST0059,MERCH0079,2024-07-02 17:43:09.317,11485.55,Debit Card,0,Customer_59,Male,26-35,West,2022-03-03 17:43:09.290,Merchant_79,Clothing,Chennai,India
TXN000920,CUST0471,MERCH0086,2025-05-28 17:43:09.317,9707.49,UPI,0,Customer_471,Male,46-60,East,2023-07-09 17:43:09.293,Merchant_86,Grocery,Pune,India
TXN000921,CUST0466,MERCH0222,2025-03-03 17:43:09.317,29541.62,Debit Card,0,Customer_466,Male,46-60,East,2021-11-08 17:43:09.293,Merchant_222,Beauty,Ahmedabad,India
TXN000922,CUST0012,MERCH0107,2024-12-15 17:43:09.317,37080.18,Wallet,0,Customer_12,Male,46-60,West,2021-06-21 17:43:09.290,Merchant_107,Home Decor,Bangalore,India
TXN000923,CUST0290,MERCH0168,2025-03-30 17:43:09.317,16025.06,Debit Card,0,Customer_290,Female,60+,North,2023-08-06 17:43:09.293,Merchant_168,Clothing,Kolkata,India
TXN000924,CUST0354,MERCH0101,2025-01-01 17:43:09.317,5324.79,Credit Card,0,Customer_354,Female,26-35,East,2021-09-30 17:43:09.293,Merchant_101,Home Decor,Ahmedabad,India
TXN000925,CUST0075,MERCH0226,2025-02-03 17:43:09.317,35865.64,Credit Card,0,Customer_75,Male,18-25,East,2021-09-12 17:43:09.290,Merchant_226,Clothing,Delhi,India
TXN000926,CUST0561,MERCH0108,2024-12-08 17:43:09.317,15054.92,Net Banking,0,Customer_561,Female,36-45,East,2022-07-23 17:43:09.293,Merchant_108,Electronics,Kolkata,India
TXN000927,CUST0591,MERCH0060,2024-08-10 17:43:09.317,8401.50,Net Banking,0,Customer_591,Male,18-25,South,2022-11-29 17:43:09.293,Merchant_60,Beauty,Hyderabad,India
TXN000928,CUST0441,MERCH0226,2024-07-19 17:43:09.317,7471.40,UPI,0,Customer_441,Male,26-35,North,2024-07-02 17:43:09.293,Merchant_226,Clothing,Delhi,India
TXN000929,CUST0241,MERCH0250,2024-12-07 17:43:09.317,15813.99,Credit Card,0,Customer_241,Female,36-45,West,2023-08-07 17:43:09.290,Merchant_250,Beauty,Hyderabad,India
TXN000930,CUST0154,MERCH0048,2025-06-04 17:43:09.317,29674.64,Net Banking,0,Customer_154,Male,60+,North,2024-01-31 17:43:09.290,Merchant_48,Beauty,Hyderabad,India
TXN000931,CUST0096,MERCH0117,2024-07-08 17:43:09.317,17984.27,Debit Card,0,Customer_96,Female,18-25,East,2024-08-08 17:43:09.290,Merchant_117,Home Decor,Hyderabad,India
TXN000932,CUST0294,MERCH0227,2025-03-15 17:43:09.317,1131.03,UPI,0,Customer_294,Female,18-25,South,2023-05-17 17:43:09.293,Merchant_227,Electronics,Delhi,India
TXN000933,CUST0209,MERCH0106,2024-09-26 17:43:09.317,4935.73,Wallet,0,Customer_209,Female,36-45,East,2022-10-15 17:43:09.290,Merchant_106,Electronics,Mumbai,India
TXN000934,CUST0343,MERCH0147,2024-08-10 17:43:09.317,14596.11,Net Banking,0,Customer_343,Male,36-45,South,2022-01-24 17:43:09.293,Merchant_147,Electronics,Chennai,India
TXN000935,CUST0088,MERCH0200,2025-04-29 17:43:09.317,33019.25,Net Banking,0,Customer_88,Male,60+,South,2021-07-19 17:43:09.290,Merchant_200,Beauty,Delhi,India
TXN000936,CUST0390,MERCH0231,2025-06-13 17:43:09.317,5015.90,Credit Card,0,Customer_390,Male,36-45,South,2022-08-07 17:43:09.293,Merchant_231,Electronics,Kolkata,India
TXN000937,CUST0325,MERCH0033,2025-04-04 17:43:09.317,28076.78,UPI,0,Customer_325,Female,36-45,North,2023-04-04 17:43:09.293,Merchant_33,Beauty,Mumbai,India
TXN000938,CUST0157,MERCH0044,2024-12-13 17:43:09.317,6082.30,Credit Card,0,Customer_157,Male,18-25,South,2021-10-19 17:43:09.290,Merchant_44,Clothing,Ahmedabad,India
TXN000939,CUST0577,MERCH0220,2024-11-05 17:43:09.317,10659.60,Credit Card,0,Customer_577,Male,60+,North,2022-03-16 17:43:09.293,Merchant_220,Home Decor,Delhi,India
TXN000940,CUST0137,MERCH0165,2024-07-19 17:43:09.317,8692.21,UPI,0,Customer_137,Male,18-25,North,2024-05-29 17:43:09.290,Merchant_165,Books,Delhi,India
TXN000941,CUST0428,MERCH0112,2024-10-08 17:43:09.317,3454.71,Debit Card,0,Customer_428,Female,46-60,South,2024-03-04 17:43:09.293,Merchant_112,Beauty,Chennai,India
TXN000942,CUST0452,MERCH0089,2025-06-22 17:43:09.317,33599.36,Net Banking,0,Customer_452,Female,18-25,South,2022-11-09 17:43:09.293,Merchant_89,Clothing,Bangalore,India
TXN000943,CUST0141,MERCH0036,2024-09-12 17:43:09.317,23223.84,Credit Card,1,Customer_141,Female,18-25,North,2021-10-10 17:43:09.290,Merchant_36,Books,Kolkata,India
TXN000944,CUST0083,MERCH0081,2025-05-01 17:43:09.317,41569.57,Net Banking,0,Customer_83,Male,18-25,North,2021-09-22 17:43:09.290,Merchant_81,Electronics,Kolkata,India
TXN000945,CUST0177,MERCH0088,2025-02-03 17:43:09.317,5034.65,UPI,0,Customer_177,Male,26-35,North,2023-04-15 17:43:09.290,Merchant_88,Beauty,Pune,India
TXN000946,CUST0198,MERCH0149,2025-05-17 17:43:09.317,7322.17,Debit Card,0,Customer_198,Female,60+,East,2024-12-31 17:43:09.290,Merchant_149,Grocery,Kolkata,India
TXN000947,CUST0568,MERCH0130,2024-07-13 17:43:09.317,15392.24,Wallet,1,Customer_568,Female,26-35,North,2021-08-25 17:43:09.293,Merchant_130,Electronics,Hyderabad,India
TXN000948,CUST0421,MERCH0031,2024-12-10 17:43:09.317,38316.71,Debit Card,0,Customer_421,Female,18-25,North,2025-03-18 17:43:09.293,Merchant_31,Books,Ahmedabad,India
TXN000949,CUST0401,MERCH0108,2025-01-05 17:43:09.317,15357.37,UPI,0,Customer_401,Female,46-60,West,2024-05-29 17:43:09.293,Merchant_108,Electronics,Kolkata,India
TXN000950,CUST0471,MERCH0225,2024-07-28 17:43:09.317,20480.09,Debit Card,0,Customer_471,Male,46-60,East,2023-07-09 17:43:09.293,Merchant_225,Home Decor,Delhi,India
TXN000951,CUST0218,MERCH0030,2025-03-25 17:43:09.317,15150.02,Wallet,0,Customer_218,Male,18-25,South,2022-11-22 17:43:09.290,Merchant_30,Clothing,Delhi,India
TXN000952,CUST0175,MERCH0204,2024-11-23 17:43:09.317,4103.19,Credit Card,0,Customer_175,Female,46-60,South,2024-02-13 17:43:09.290,Merchant_204,Beauty,Kolkata,India
TXN000953,CUST0023,MERCH0172,2025-03-09 17:43:09.317,46977.74,Debit Card,0,Customer_23,Female,26-35,East,2025-03-09 17:43:09.290,Merchant_172,Clothing,Delhi,India
TXN000954,CUST0235,MERCH0012,2024-07-10 17:43:09.317,27472.10,UPI,0,Customer_235,Female,60+,North,2024-08-24 17:43:09.290,Merchant_12,Clothing,Chennai,India
TXN000955,CUST0013,MERCH0051,2024-12-30 17:43:09.317,39412.88,Debit Card,0,Customer_13,Male,26-35,East,2022-07-30 17:43:09.290,Merchant_51,Books,Mumbai,India
TXN000956,CUST0101,MERCH0121,2025-01-16 17:43:09.317,32952.02,Wallet,0,Customer_101,Male,26-35,East,2021-07-12 17:43:09.290,Merchant_121,Electronics,Pune,India
TXN000957,CUST0536,MERCH0177,2025-03-01 17:43:09.317,25761.29,UPI,0,Customer_536,Female,36-45,North,2023-03-07 17:43:09.293,Merchant_177,Grocery,Delhi,India
TXN000958,CUST0523,MERCH0244,2024-08-07 17:43:09.317,4574.95,Debit Card,1,Customer_523,Female,60+,East,2021-06-13 17:43:09.293,Merchant_244,Grocery,Pune,India
TXN000959,CUST0452,MERCH0152,2024-11-12 17:43:09.317,32172.40,UPI,0,Customer_452,Female,18-25,South,2022-11-09 17:43:09.293,Merchant_152,Beauty,Kolkata,India
TXN000960,CUST0431,MERCH0152,2025-02-03 17:43:09.317,7852.98,Wallet,0,Customer_431,Male,26-35,North,2024-08-01 17:43:09.293,Merchant_152,Beauty,Kolkata,India
TXN000961,CUST0533,MERCH0250,2024-08-24 17:43:09.317,20777.72,Credit Card,0,Customer_533,Male,18-25,North,2024-11-26 17:43:09.293,Merchant_250,Beauty,Hyderabad,India
TXN000962,CUST0293,MERCH0188,2025-02-06 17:43:09.317,31492.75,Wallet,0,Customer_293,Male,26-35,West,2024-12-18 17:43:09.293,Merchant_188,Electronics,Kolkata,India
TXN000963,CUST0101,MERCH0139,2025-02-26 17:43:09.317,39133.23,Credit Card,0,Customer_101,Male,26-35,East,2021-07-12 17:43:09.290,Merchant_139,Clothing,Chennai,India
TXN000964,CUST0502,MERCH0013,2024-09-16 17:43:09.317,34283.75,Net Banking,0,Customer_502,Male,46-60,South,2021-11-27 17:43:09.293,Merchant_13,Beauty,Chennai,India
TXN000965,CUST0304,MERCH0091,2024-11-14 17:43:09.317,33609.52,Wallet,0,Customer_304,Female,26-35,West,2022-02-17 17:43:09.293,Merchant_91,Beauty,Bangalore,India
TXN000966,CUST0540,MERCH0200,2024-07-03 17:43:09.317,7537.21,Credit Card,1,Customer_540,Female,46-60,East,2022-12-27 17:43:09.293,Merchant_200,Beauty,Delhi,India
TXN000967,CUST0553,MERCH0074,2024-10-14 17:43:09.317,17371.81,Net Banking,0,Customer_553,Male,18-25,North,2021-12-21 17:43:09.293,Merchant_74,Books,Hyderabad,India
TXN000968,CUST0355,MERCH0200,2024-09-16 17:43:09.317,2241.32,Net Banking,0,Customer_355,Female,26-35,North,2024-11-18 17:43:09.293,Merchant_200,Beauty,Delhi,India
TXN000969,CUST0303,MERCH0192,2025-01-14 17:43:09.317,36001.90,Net Banking,0,Customer_303,Male,18-25,West,2022-09-14 17:43:09.293,Merchant_192,Electronics,Kolkata,India
TXN000970,CUST0496,MERCH0020,2024-11-19 17:43:09.317,47634.04,UPI,0,Customer_496,Male,18-25,East,2024-07-21 17:43:09.293,Merchant_20,Beauty,Pune,India
TXN000971,CUST0227,MERCH0072,2025-04-20 17:43:09.317,13279.11,Wallet,0,Customer_227,Male,18-25,East,2022-08-29 17:43:09.290,Merchant_72,Books,Pune,India
TXN000972,CUST0236,MERCH0073,2024-08-23 17:43:09.317,4476.07,Wallet,0,Customer_236,Female,36-45,East,2022-04-01 17:43:09.290,Merchant_73,Home Decor,Chennai,India
TXN000973,CUST0455,MERCH0071,2024-11-16 17:43:09.317,23830.95,Wallet,0,Customer_455,Male,46-60,North,2024-11-07 17:43:09.293,Merchant_71,Books,Kolkata,India
TXN000974,CUST0013,MERCH0078,2025-02-24 17:43:09.317,42849.24,Wallet,0,Customer_13,Male,26-35,East,2022-07-30 17:43:09.290,Merchant_78,Electronics,Pune,India
TXN000975,CUST0210,MERCH0028,2024-07-19 17:43:09.317,27643.51,UPI,0,Customer_210,Male,60+,South,2023-01-13 17:43:09.290,Merchant_28,Books,Chennai,India
TXN000976,CUST0397,MERCH0130,2024-07-24 17:43:09.317,2434.18,Wallet,0,Customer_397,Female,36-45,West,2022-11-05 17:43:09.293,Merchant_130,Electronics,Hyderabad,India
TXN000977,CUST0100,MERCH0121,2025-06-16 17:43:09.317,48716.18,Credit Card,0,Customer_100,Male,26-35,North,2023-04-22 17:43:09.290,Merchant_121,Electronics,Pune,India
TXN000978,CUST0031,MERCH0043,2025-05-07 17:43:09.317,41449.63,Net Banking,0,Customer_31,Male,60+,East,2021-09-30 17:43:09.290,Merchant_43,Books,Chennai,India
TXN000979,CUST0528,MERCH0008,2025-02-19 17:43:09.317,6666.54,UPI,0,Customer_528,Female,26-35,East,2021-11-19 17:43:09.293,Merchant_8,Beauty,Chennai,India
TXN000980,CUST0329,MERCH0013,2025-02-13 17:43:09.317,46097.71,UPI,0,Customer_329,Female,18-25,South,2021-07-17 17:43:09.293,Merchant_13,Beauty,Chennai,India
TXN000981,CUST0166,MERCH0213,2025-02-03 17:43:09.317,22589.35,Wallet,0,Customer_166,Male,26-35,North,2022-09-16 17:43:09.290,Merchant_213,Clothing,Mumbai,India
TXN000982,CUST0459,MERCH0111,2025-02-21 17:43:09.317,18657.71,Net Banking,0,Customer_459,Male,36-45,North,2024-05-11 17:43:09.293,Merchant_111,Grocery,Chennai,India
TXN000983,CUST0100,MERCH0220,2024-11-14 17:43:09.317,23106.56,Credit Card,0,Customer_100,Male,26-35,North,2023-04-22 17:43:09.290,Merchant_220,Home Decor,Delhi,India
TXN000984,CUST0173,MERCH0035,2025-04-18 17:43:09.317,41745.14,Net Banking,0,Customer_173,Male,36-45,South,2023-10-13 17:43:09.290,Merchant_35,Beauty,Mumbai,India
TXN000985,CUST0162,MERCH0023,2024-09-28 17:43:09.317,33008.04,Debit Card,0,Customer_162,Male,60+,North,2025-02-11 17:43:09.290,Merchant_23,Grocery,Delhi,India
TXN000986,CUST0263,MERCH0046,2024-12-23 17:43:09.317,3056.50,Net Banking,0,Customer_263,Male,26-35,South,2023-11-05 17:43:09.293,Merchant_46,Electronics,Chennai,India
TXN000987,CUST0274,MERCH0015,2025-06-25 17:43:09.317,47884.46,Credit Card,0,Customer_274,Female,46-60,West,2024-04-16 17:43:09.293,Merchant_15,Grocery,Ahmedabad,India
TXN000988,CUST0003,MERCH0130,2024-09-16 17:43:09.317,7474.43,Credit Card,0,Customer_3,Male,36-45,South,2024-04-30 17:43:09.290,Merchant_130,Electronics,Hyderabad,India
TXN000989,CUST0028,MERCH0061,2025-06-06 17:43:09.317,37303.84,Credit Card,0,Customer_28,Female,60+,West,2023-02-07 17:43:09.290,Merchant_61,Beauty,Mumbai,India
TXN000990,CUST0326,MERCH0115,2025-01-13 17:43:09.317,31843.21,UPI,0,Customer_326,Female,60+,South,2021-09-09 17:43:09.293,Merchant_115,Electronics,Ahmedabad,India
TXN000991,CUST0149,MERCH0204,2024-08-22 17:43:09.317,9457.65,UPI,0,Customer_149,Male,46-60,North,2024-03-20 17:43:09.290,Merchant_204,Beauty,Kolkata,India
TXN000992,CUST0540,MERCH0064,2024-06-30 17:43:09.317,8619.53,Debit Card,0,Customer_540,Female,46-60,East,2022-12-27 17:43:09.293,Merchant_64,Books,Kolkata,India
TXN000993,CUST0488,MERCH0249,2024-10-25 17:43:09.317,43529.35,Net Banking,0,Customer_488,Female,46-60,South,2021-12-21 17:43:09.293,Merchant_249,Clothing,Ahmedabad,India
TXN000994,CUST0438,MERCH0052,2024-11-06 17:43:09.317,21042.78,Wallet,1,Customer_438,Female,46-60,East,2025-01-13 17:43:09.293,Merchant_52,Grocery,Chennai,India
TXN000995,CUST0065,MERCH0164,2024-08-07 17:43:09.317,32763.37,Debit Card,0,Customer_65,Male,46-60,North,2021-07-12 17:43:09.290,Merchant_164,Grocery,Pune,India
TXN000996,CUST0356,MERCH0195,2025-01-21 17:43:09.317,25253.14,Wallet,0,Customer_356,Male,36-45,South,2022-01-04 17:43:09.293,Merchant_195,Beauty,Hyderabad,India
TXN000997,CUST0533,MERCH0069,2025-01-28 17:43:09.317,36394.94,Wallet,0,Customer_533,Male,18-25,North,2024-11-26 17:43:09.293,Merchant_69,Grocery,Ahmedabad,India
TXN000998,CUST0252,MERCH0067,2024-11-27 17:43:09.317,24014.19,Debit Card,0,Customer_252,Male,46-60,West,2021-12-29 17:43:09.293,Merchant_67,Home Decor,Ahmedabad,India
TXN000999,CUST0235,MERCH0249,2024-11-22 17:43:09.317,14440.26,Net Banking,0,Customer_235,Female,60+,North,2024-08-24 17:43:09.290,Merchant_249,Clothing,Ahmedabad,India
TXN001000,CUST0227,MERCH0175,2024-10-25 17:43:09.317,18232.83,Wallet,0,Customer_227,Male,18-25,East,2022-08-29 17:43:09.290,Merchant_175,Books,Kolkata,India
TXN001001,CUST0525,MERCH0083,2024-08-29 17:43:09.320,42967.98,UPI,0,Customer_525,Female,46-60,East,2023-10-20 17:43:09.293,Merchant_83,Clothing,Chennai,India
TXN001002,CUST0313,MERCH0002,2024-09-25 17:43:09.320,23454.93,UPI,0,Customer_313,Female,36-45,West,2022-10-15 17:43:09.293,Merchant_2,Electronics,Mumbai,India
TXN001003,CUST0049,MERCH0172,2025-01-28 17:43:09.320,10751.12,Debit Card,0,Customer_49,Female,46-60,West,2023-04-30 17:43:09.290,Merchant_172,Clothing,Delhi,India
TXN001004,CUST0118,MERCH0229,2024-12-14 17:43:09.320,46736.81,Wallet,0,Customer_118,Female,26-35,South,2021-12-12 17:43:09.290,Merchant_229,Clothing,Hyderabad,India
TXN001005,CUST0054,MERCH0192,2025-06-07 17:43:09.320,39850.36,Debit Card,0,Customer_54,Female,60+,East,2025-03-17 17:43:09.290,Merchant_192,Electronics,Kolkata,India
TXN001006,CUST0565,MERCH0246,2024-10-14 17:43:09.320,2877.74,UPI,0,Customer_565,Female,60+,East,2025-03-01 17:43:09.293,Merchant_246,Beauty,Kolkata,India
TXN001007,CUST0044,MERCH0209,2025-06-11 17:43:09.320,49947.25,Debit Card,0,Customer_44,Female,60+,South,2023-03-24 17:43:09.290,Merchant_209,Home Decor,Kolkata,India
TXN001008,CUST0053,MERCH0078,2025-05-08 17:43:09.320,34776.84,Wallet,0,Customer_53,Male,26-35,North,2024-08-16 17:43:09.290,Merchant_78,Electronics,Pune,India
TXN001009,CUST0586,MERCH0028,2024-10-01 17:43:09.320,8097.30,Wallet,0,Customer_586,Male,46-60,West,2024-12-08 17:43:09.293,Merchant_28,Books,Chennai,India
TXN001010,CUST0558,MERCH0219,2024-08-17 17:43:09.320,11934.67,UPI,0,Customer_558,Female,60+,South,2023-08-09 17:43:09.293,Merchant_219,Clothing,Mumbai,India
TXN001011,CUST0525,MERCH0054,2025-04-06 17:43:09.320,34653.03,Credit Card,0,Customer_525,Female,46-60,East,2023-10-20 17:43:09.293,Merchant_54,Clothing,Kolkata,India
TXN001012,CUST0102,MERCH0202,2024-08-26 17:43:09.320,39010.08,Credit Card,0,Customer_102,Female,26-35,North,2022-04-21 17:43:09.290,Merchant_202,Books,Bangalore,India
TXN001013,CUST0398,MERCH0067,2025-02-24 17:43:09.320,12027.89,Net Banking,0,Customer_398,Female,60+,North,2023-08-20 17:43:09.293,Merchant_67,Home Decor,Ahmedabad,India
TXN001014,CUST0138,MERCH0164,2024-09-11 17:43:09.320,12922.75,UPI,0,Customer_138,Male,60+,West,2021-10-19 17:43:09.290,Merchant_164,Grocery,Pune,India
TXN001015,CUST0387,MERCH0102,2024-10-09 17:43:09.320,15425.32,Net Banking,0,Customer_387,Male,46-60,North,2023-03-19 17:43:09.293,Merchant_102,Electronics,Pune,India
TXN001016,CUST0111,MERCH0120,2024-06-28 17:43:09.320,29941.12,UPI,0,Customer_111,Female,60+,East,2024-04-01 17:43:09.290,Merchant_120,Books,Hyderabad,India
TXN001017,CUST0017,MERCH0191,2025-05-10 17:43:09.320,8673.63,Wallet,0,Customer_17,Female,60+,North,2022-08-24 17:43:09.290,Merchant_191,Books,Pune,India
TXN001018,CUST0182,MERCH0153,2025-06-22 17:43:09.320,5301.74,UPI,0,Customer_182,Male,60+,West,2024-05-18 17:43:09.290,Merchant_153,Home Decor,Chennai,India
TXN001019,CUST0536,MERCH0214,2025-03-03 17:43:09.320,33975.32,Debit Card,0,Customer_536,Female,36-45,North,2023-03-07 17:43:09.293,Merchant_214,Electronics,Ahmedabad,India
TXN001020,CUST0541,MERCH0048,2025-03-02 17:43:09.320,38976.99,Net Banking,0,Customer_541,Male,26-35,East,2023-01-09 17:43:09.293,Merchant_48,Beauty,Hyderabad,India
TXN001021,CUST0171,MERCH0167,2024-10-08 17:43:09.320,25096.38,UPI,0,Customer_171,Female,60+,West,2024-09-09 17:43:09.290,Merchant_167,Home Decor,Pune,India
TXN001022,CUST0409,MERCH0047,2024-07-10 17:43:09.320,18255.25,Net Banking,0,Customer_409,Female,26-35,South,2023-10-07 17:43:09.293,Merchant_47,Home Decor,Kolkata,India
TXN001023,CUST0378,MERCH0222,2025-02-19 17:43:09.320,21658.93,UPI,0,Customer_378,Male,26-35,South,2022-09-29 17:43:09.293,Merchant_222,Beauty,Ahmedabad,India
TXN001024,CUST0188,MERCH0021,2025-01-08 17:43:09.320,19481.55,Credit Card,0,Customer_188,Male,26-35,East,2023-02-16 17:43:09.290,Merchant_21,Electronics,Kolkata,India
TXN001025,CUST0230,MERCH0158,2025-06-01 17:43:09.320,48003.25,Net Banking,0,Customer_230,Male,46-60,North,2022-06-15 17:43:09.290,Merchant_158,Home Decor,Kolkata,India
TXN001026,CUST0119,MERCH0092,2024-12-11 17:43:09.320,38427.69,Wallet,0,Customer_119,Female,60+,East,2024-03-29 17:43:09.290,Merchant_92,Beauty,Delhi,India
TXN001027,CUST0156,MERCH0159,2024-08-18 17:43:09.320,10483.55,Wallet,0,Customer_156,Female,46-60,South,2021-10-10 17:43:09.290,Merchant_159,Beauty,Chennai,India
TXN001028,CUST0465,MERCH0121,2024-07-18 17:43:09.320,19271.04,UPI,0,Customer_465,Female,18-25,North,2023-05-03 17:43:09.293,Merchant_121,Electronics,Pune,India
TXN001029,CUST0104,MERCH0116,2025-03-23 17:43:09.320,27246.21,Wallet,0,Customer_104,Female,18-25,North,2021-08-15 17:43:09.290,Merchant_116,Books,Ahmedabad,India
TXN001030,CUST0502,MERCH0154,2025-06-11 17:43:09.320,30687.99,Wallet,0,Customer_502,Male,46-60,South,2021-11-27 17:43:09.293,Merchant_154,Electronics,Pune,India
TXN001031,CUST0175,MERCH0235,2025-01-06 17:43:09.320,23462.38,Net Banking,0,Customer_175,Female,46-60,South,2024-02-13 17:43:09.290,Merchant_235,Grocery,Delhi,India
TXN001032,CUST0421,MERCH0150,2025-03-19 17:43:09.320,40525.32,UPI,0,Customer_421,Female,18-25,North,2025-03-18 17:43:09.293,Merchant_150,Books,Kolkata,India
TXN001033,CUST0134,MERCH0149,2024-12-24 17:43:09.320,38403.54,Net Banking,0,Customer_134,Male,18-25,East,2024-03-29 17:43:09.290,Merchant_149,Grocery,Kolkata,India
TXN001034,CUST0391,MERCH0001,2024-12-26 17:43:09.320,25307.38,UPI,0,Customer_391,Male,36-45,North,2024-10-19 17:43:09.293,Merchant_1,Clothing,Pune,India
TXN001035,CUST0501,MERCH0165,2024-11-25 17:43:09.320,42736.03,Wallet,0,Customer_501,Male,60+,South,2021-07-29 17:43:09.293,Merchant_165,Books,Delhi,India
TXN001036,CUST0033,MERCH0077,2024-10-20 17:43:09.320,37579.37,UPI,0,Customer_33,Female,36-45,West,2021-07-05 17:43:09.290,Merchant_77,Clothing,Hyderabad,India
TXN001037,CUST0055,MERCH0085,2024-11-24 17:43:09.320,38951.23,UPI,1,Customer_55,Male,46-60,West,2024-10-11 17:43:09.290,Merchant_85,Clothing,Hyderabad,India
TXN001038,CUST0519,MERCH0046,2025-05-30 17:43:09.320,47824.40,Debit Card,0,Customer_519,Female,36-45,West,2021-06-24 17:43:09.293,Merchant_46,Electronics,Chennai,India
TXN001039,CUST0012,MERCH0137,2025-03-18 17:43:09.320,13396.70,UPI,0,Customer_12,Male,46-60,West,2021-06-21 17:43:09.290,Merchant_137,Clothing,Hyderabad,India
TXN001040,CUST0528,MERCH0145,2025-02-25 17:43:09.320,13455.64,Debit Card,0,Customer_528,Female,26-35,East,2021-11-19 17:43:09.293,Merchant_145,Beauty,Hyderabad,India
TXN001041,CUST0555,MERCH0047,2025-05-05 17:43:09.320,44458.72,Net Banking,0,Customer_555,Male,46-60,North,2023-05-02 17:43:09.293,Merchant_47,Home Decor,Kolkata,India
TXN001042,CUST0373,MERCH0213,2024-09-18 17:43:09.320,38634.10,Debit Card,0,Customer_373,Female,46-60,North,2025-02-13 17:43:09.293,Merchant_213,Clothing,Mumbai,India
TXN001043,CUST0484,MERCH0223,2025-03-18 17:43:09.320,46334.62,Net Banking,0,Customer_484,Female,18-25,North,2024-09-03 17:43:09.293,Merchant_223,Electronics,Kolkata,India
TXN001044,CUST0228,MERCH0231,2025-03-03 17:43:09.320,3250.20,UPI,0,Customer_228,Female,60+,East,2021-12-20 17:43:09.290,Merchant_231,Electronics,Kolkata,India
TXN001045,CUST0307,MERCH0059,2025-03-16 17:43:09.320,31425.08,Net Banking,0,Customer_307,Female,18-25,South,2022-10-31 17:43:09.293,Merchant_59,Clothing,Delhi,India
TXN001046,CUST0457,MERCH0054,2025-05-14 17:43:09.320,7316.95,Wallet,0,Customer_457,Female,46-60,East,2022-07-22 17:43:09.293,Merchant_54,Clothing,Kolkata,India
