TransactionID,CustomerID,MerchantID,TransactionDate,Amount,PaymentType,IsFraud
TXN001809,CUST0528,MERCH0206,2024-12-11 17:43:09.325019,42154.0,Credit Card,0
TXN001810,CUST0520,MERCH0040,2025-02-01 17:43:09.325027,7726.13,Net Banking,0
TXN001811,CUST0059,MERCH0017,2025-03-14 17:43:09.325036,1733.44,Debit Card,0
TXN001812,CUST0040,MERCH0188,2024-12-17 17:43:09.325045,12415.91,Wallet,0
TXN001813,CUST0237,MERCH0099,2025-02-26 17:43:09.325054,48988.06,UPI,0
TXN001814,CUST0386,MERCH0093,2025-04-12 17:43:09.325062,41455.03,Net Banking,0
TXN001815,CUST0300,MERCH0042,2024-08-20 17:43:09.325071,29833.72,Net Banking,0
TXN001816,CUST0395,MERCH0209,2025-03-08 17:43:09.325080,46469.52,UPI,0
TXN001817,CUST0207,MERCH0123,2024-07-14 17:43:09.325088,22319.43,Credit Card,0
TXN001818,CUST0336,MERCH0107,2024-09-04 17:43:09.325097,49165.7,Net Banking,0
TXN001819,CUST0593,MERCH0072,2025-01-09 17:43:09.325106,14885.47,Debit Card,0
TXN001820,CUST0514,MERCH0065,2025-06-22 17:43:09.325115,12091.26,Wallet,0
TXN001821,CUST0178,MERCH0109,2024-12-13 17:43:09.325123,31938.61,Wallet,0
TXN001822,CUST0396,MERCH0053,2025-03-22 17:43:09.325132,18969.88,UPI,0
TXN001823,CUST0371,MERCH0228,2024-08-03 17:43:09.325140,31355.64,Net Banking,1
TXN001824,CUST0318,MERCH0135,2024-11-10 17:43:09.325150,15319.28,Wallet,0
TXN001825,CUST0369,MERCH0238,2025-01-11 17:43:09.325159,30934.12,Net Banking,0
TXN001826,CUST0384,MERCH0133,2024-09-04 17:43:09.325167,13859.74,UPI,0
TXN001827,CUST0062,MERCH0024,2024-10-06 17:43:09.325176,2643.51,Credit Card,0
TXN001828,CUST0505,MERCH0028,2025-06-20 17:43:09.325185,45615.58,Wallet,0
TXN001829,CUST0239,MERCH0062,2025-01-07 17:43:09.325194,44171.94,Debit Card,0
TXN001830,CUST0195,MERCH0235,2024-07-03 17:43:09.325202,48542.83,UPI,0
TXN001831,CUST0222,MERCH0017,2024-12-15 17:43:09.325211,35854.71,Credit Card,0
TXN001832,CUST0061,MERCH0229,2024-10-02 17:43:09.325220,34167.79,Debit Card,1
TXN001833,CUST0129,MERCH0020,2025-06-09 17:43:09.325229,27994.25,Debit Card,0
TXN001834,CUST0156,MERCH0003,2024-07-09 17:43:09.325237,6384.53,Wallet,0
TXN001835,CUST0378,MERCH0165,2024-07-11 17:43:09.325245,9542.84,Net Banking,0
TXN001836,CUST0586,MERCH0218,2025-05-10 17:43:09.325253,14544.54,UPI,0
TXN001837,CUST0437,MERCH0143,2024-07-07 17:43:09.325262,44518.8,Debit Card,0
TXN001838,CUST0207,MERCH0051,2024-07-25 17:43:09.325271,8731.18,Wallet,0
TXN001839,CUST0388,MERCH0176,2025-01-21 17:43:09.325280,46151.37,Credit Card,0
TXN001840,CUST0480,MERCH0136,2025-04-23 17:43:09.325290,26187.01,Debit Card,0
TXN001841,CUST0340,MERCH0141,2024-07-16 17:43:09.325299,35806.92,Credit Card,0
TXN001842,CUST0340,MERCH0176,2025-04-30 17:43:09.325308,5601.2,UPI,0
TXN001843,CUST0204,MERCH0003,2024-08-23 17:43:09.325317,13524.77,Wallet,0
TXN001844,CUST0161,MERCH0193,2024-08-24 17:43:09.325326,47930.08,Credit Card,0
TXN001845,CUST0540,MERCH0073,2024-07-26 17:43:09.325335,13380.88,Net Banking,0
TXN001846,CUST0392,MERCH0159,2025-01-20 17:43:09.325344,14896.43,Credit Card,0
TXN001847,CUST0575,MERCH0105,2024-09-30 17:43:09.325353,9960.11,Credit Card,0
TXN001848,CUST0534,MERCH0118,2025-02-27 17:43:09.325362,6540.78,Wallet,0
TXN001849,CUST0070,MERCH0154,2024-10-17 17:43:09.325371,11739.56,Wallet,0
TXN001850,CUST0405,MERCH0209,2024-10-10 17:43:09.325380,32152.11,Debit Card,0
TXN001851,CUST0591,MERCH0184,2025-02-13 17:43:09.325389,22822.85,Credit Card,1
TXN001852,CUST0517,MERCH0034,2024-09-27 17:43:09.325397,27732.42,Credit Card,0
TXN001853,CUST0120,MERCH0137,2025-05-03 17:43:09.325406,6206.0,Wallet,0
TXN001854,CUST0217,MERCH0062,2024-08-01 17:43:09.325414,40125.61,Net Banking,0
TXN001855,CUST0056,MERCH0120,2025-03-24 17:43:09.325423,39226.33,Wallet,0
TXN001856,CUST0366,MERCH0115,2025-03-06 17:43:09.325432,1177.34,Net Banking,0
TXN001857,CUST0504,MERCH0013,2024-07-06 17:43:09.325441,19237.4,Wallet,0
TXN001858,CUST0455,MERCH0069,2025-05-31 17:43:09.325449,3531.65,UPI,0
TXN001859,CUST0104,MERCH0169,2024-08-26 17:43:09.325458,39626.08,Credit Card,0
TXN001860,CUST0077,MERCH0077,2025-06-26 17:43:09.325467,36889.76,Net Banking,0
TXN001861,CUST0230,MERCH0001,2024-11-28 17:43:09.325476,45109.21,UPI,0
TXN001862,CUST0258,MERCH0089,2025-04-21 17:43:09.325484,11896.56,Net Banking,0
TXN001863,CUST0264,MERCH0047,2025-02-20 17:43:09.325493,22869.16,Debit Card,0
TXN001864,CUST0331,MERCH0004,2024-07-30 17:43:09.325501,9305.95,Debit Card,1
TXN001865,CUST0182,MERCH0228,2025-06-04 17:43:09.325510,18624.62,Credit Card,0
TXN001866,CUST0550,MERCH0191,2024-10-18 17:43:09.325519,26159.94,UPI,0
TXN001867,CUST0027,MERCH0180,2024-11-10 17:43:09.325528,2761.21,UPI,0
TXN001868,CUST0276,MERCH0010,2025-01-03 17:43:09.325537,35772.03,Debit Card,0
TXN001869,CUST0299,MERCH0028,2024-11-19 17:43:09.325545,27210.34,Credit Card,0
TXN001870,CUST0091,MERCH0121,2025-05-23 17:43:09.325554,41465.05,Debit Card,0
TXN001871,CUST0480,MERCH0126,2025-06-26 17:43:09.325563,13661.85,UPI,0
TXN001872,CUST0573,MERCH0134,2024-07-02 17:43:09.325572,45175.72,Net Banking,0
TXN001873,CUST0458,MERCH0155,2024-09-27 17:43:09.325581,49934.84,UPI,0
TXN001874,CUST0451,MERCH0248,2025-01-02 17:43:09.325589,45972.99,Credit Card,0
TXN001875,CUST0365,MERCH0140,2024-10-07 17:43:09.325598,38916.83,UPI,0
TXN001876,CUST0351,MERCH0062,2024-12-24 17:43:09.325607,40637.2,Wallet,0
TXN001877,CUST0400,MERCH0180,2025-06-13 17:43:09.325615,28729.84,UPI,0
TXN001878,CUST0253,MERCH0176,2024-09-22 17:43:09.325624,9588.68,Wallet,0
TXN001879,CUST0459,MERCH0067,2024-12-16 17:43:09.325633,33884.33,Debit Card,0
TXN001880,CUST0499,MERCH0174,2024-12-12 17:43:09.325642,35666.37,Wallet,0
TXN001881,CUST0508,MERCH0225,2024-07-14 17:43:09.325651,49270.72,UPI,0
TXN001882,CUST0304,MERCH0074,2024-08-27 17:43:09.325660,27110.94,UPI,0
TXN001883,CUST0501,MERCH0095,2025-04-25 17:43:09.325669,13641.31,UPI,0
TXN001884,CUST0598,MERCH0143,2024-09-11 17:43:09.325678,34215.26,Credit Card,0
TXN001885,CUST0166,MERCH0199,2025-06-10 17:43:09.325686,48970.85,Debit Card,0
TXN001886,CUST0415,MERCH0036,2025-04-25 17:43:09.325695,8942.97,Wallet,0
TXN001887,CUST0462,MERCH0142,2024-07-01 17:43:09.325704,16367.3,Net Banking,0
TXN001888,CUST0114,MERCH0248,2024-08-02 17:43:09.325713,27139.86,Wallet,0
TXN001889,CUST0433,MERCH0112,2024-07-05 17:43:09.325722,8593.71,UPI,0
TXN001890,CUST0356,MERCH0206,2024-10-20 17:43:09.325731,1208.81,Net Banking,0
TXN001891,CUST0207,MERCH0131,2025-06-11 17:43:09.325740,16915.46,Net Banking,0
TXN001892,CUST0235,MERCH0113,2025-02-07 17:43:09.325749,43282.0,Wallet,0
TXN001893,CUST0442,MERCH0245,2024-08-24 17:43:09.325757,2269.07,Wallet,0
TXN001894,CUST0355,MERCH0110,2024-08-12 17:43:09.325766,21503.56,Wallet,0
TXN001895,CUST0515,MERCH0114,2024-10-26 17:43:09.325775,38133.82,Wallet,0
TXN001896,CUST0208,MERCH0067,2024-09-11 17:43:09.325783,47663.81,Debit Card,0
TXN001897,CUST0125,MERCH0126,2024-07-12 17:43:09.325793,49275.22,Credit Card,0
TXN001898,CUST0138,MERCH0086,2025-04-02 17:43:09.325802,21156.27,Credit Card,0
TXN001899,CUST0339,MERCH0019,2024-12-11 17:43:09.325811,47524.18,Wallet,0
TXN001900,CUST0537,MERCH0227,2024-07-05 17:43:09.325820,1867.41,Credit Card,0
TXN001901,CUST0068,MERCH0204,2025-01-18 17:43:09.325829,37321.26,Wallet,0
TXN001902,CUST0573,MERCH0182,2025-02-08 17:43:09.325838,32173.03,Wallet,0
TXN001903,CUST0541,MERCH0069,2025-04-13 17:43:09.325847,12551.14,Wallet,0
TXN001904,CUST0383,MERCH0010,2025-06-09 17:43:09.325855,25415.19,Debit Card,0
TXN001905,CUST0019,MERCH0233,2024-08-02 17:43:09.325864,6564.73,UPI,0
TXN001906,CUST0450,MERCH0161,2025-05-09 17:43:09.325873,43592.7,Credit Card,0
TXN001907,CUST0074,MERCH0141,2024-11-08 17:43:09.325881,17959.11,Credit Card,0
TXN001908,CUST0573,MERCH0128,2024-09-06 17:43:09.325890,31339.62,Debit Card,0
TXN001909,CUST0276,MERCH0099,2025-06-16 17:43:09.325899,8022.94,Debit Card,0
TXN001910,CUST0048,MERCH0179,2024-07-28 17:43:09.325907,10387.63,Wallet,0
TXN001911,CUST0211,MERCH0032,2025-06-13 17:43:09.325916,49598.62,Wallet,0
TXN001912,CUST0540,MERCH0203,2025-05-31 17:43:09.325925,37679.01,UPI,0
TXN001913,CUST0191,MERCH0112,2024-09-09 17:43:09.325934,48102.4,Credit Card,0
TXN001914,CUST0315,MERCH0230,2024-08-11 17:43:09.325943,14862.97,Debit Card,0
TXN001915,CUST0563,MERCH0024,2024-10-21 17:43:09.325952,8311.69,UPI,0
TXN001916,CUST0562,MERCH0035,2025-03-22 17:43:09.325961,25203.12,Credit Card,0
TXN001917,CUST0113,MERCH0083,2024-08-29 17:43:09.325969,24783.95,UPI,0
TXN001918,CUST0170,MERCH0070,2024-07-26 17:43:09.325978,8829.83,UPI,0
TXN001919,CUST0468,MERCH0168,2025-05-20 17:43:09.325987,36687.66,Wallet,0
TXN001920,CUST0014,MERCH0182,2025-05-21 17:43:09.325996,18152.7,UPI,0
TXN001921,CUST0288,MERCH0109,2024-09-01 17:43:09.326004,9399.63,Wallet,0
TXN001922,CUST0189,MERCH0172,2024-12-31 17:43:09.326014,16665.97,Credit Card,0
TXN001923,CUST0155,MERCH0190,2025-03-23 17:43:09.326022,28226.57,Credit Card,0
TXN001924,CUST0567,MERCH0234,2024-09-19 17:43:09.326031,36350.9,Wallet,0
TXN001925,CUST0471,MERCH0099,2024-11-02 17:43:09.326040,24146.36,Net Banking,0
TXN001926,CUST0075,MERCH0196,2025-01-15 17:43:09.326049,26327.19,UPI,0
TXN001927,CUST0277,MERCH0033,2025-03-23 17:43:09.326058,7033.4,Credit Card,0
TXN001928,CUST0343,MERCH0205,2024-10-14 17:43:09.326140,45743.08,UPI,0
TXN001929,CUST0425,MERCH0056,2024-08-23 17:43:09.326153,46443.34,Net Banking,0
TXN001930,CUST0571,MERCH0164,2024-10-09 17:43:09.326162,34202.99,UPI,0
TXN001931,CUST0511,MERCH0182,2024-09-08 17:43:09.326171,979.81,Net Banking,0
TXN001932,CUST0182,MERCH0235,2024-10-13 17:43:09.326180,26900.0,Debit Card,0
TXN001933,CUST0458,MERCH0147,2024-10-22 17:43:09.326189,31498.03,Net Banking,0
TXN001934,CUST0064,MERCH0171,2024-10-26 17:43:09.326198,49733.25,Credit Card,0
TXN001935,CUST0260,MERCH0012,2024-10-20 17:43:09.326209,49803.74,Wallet,0
TXN001936,CUST0193,MERCH0011,2025-02-25 17:43:09.326217,42894.8,Wallet,0
TXN001937,CUST0406,MERCH0070,2024-08-07 17:43:09.326226,3285.17,UPI,0
TXN001938,CUST0093,MERCH0140,2025-01-10 17:43:09.326235,47668.49,Debit Card,0
TXN001939,CUST0430,MERCH0219,2025-01-04 17:43:09.326244,30671.8,UPI,0
TXN001940,CUST0434,MERCH0041,2024-10-02 17:43:09.326254,40064.25,Net Banking,0
TXN001941,CUST0404,MERCH0153,2024-12-06 17:43:09.326263,20418.92,Wallet,0
TXN001942,CUST0434,MERCH0106,2024-08-07 17:43:09.326272,16051.51,Net Banking,0
TXN001943,CUST0112,MERCH0003,2025-04-23 17:43:09.326281,23215.88,Wallet,0
TXN001944,CUST0375,MERCH0003,2024-08-17 17:43:09.326290,7429.04,Wallet,0
TXN001945,CUST0059,MERCH0084,2024-08-08 17:43:09.326299,17917.6,Wallet,0
TXN001946,CUST0043,MERCH0156,2025-04-30 17:43:09.326308,42895.11,Credit Card,0
TXN001947,CUST0207,MERCH0151,2024-11-21 17:43:09.326317,1993.73,Net Banking,0
TXN001948,CUST0296,MERCH0176,2024-10-05 17:43:09.326325,7628.81,UPI,0
TXN001949,CUST0118,MERCH0195,2025-02-07 17:43:09.326334,6343.3,Debit Card,0
TXN001950,CUST0532,MERCH0170,2024-11-04 17:43:09.326343,20213.47,UPI,0
TXN001951,CUST0222,MERCH0216,2024-11-22 17:43:09.326353,49849.65,Net Banking,0
TXN001952,CUST0166,MERCH0107,2025-06-13 17:43:09.326361,8750.56,Debit Card,0
TXN001953,CUST0156,MERCH0168,2024-08-30 17:43:09.326370,7359.58,UPI,0
TXN001954,CUST0184,MERCH0134,2025-02-10 17:43:09.326380,45761.28,Debit Card,0
TXN001955,CUST0090,MERCH0020,2024-11-08 17:43:09.326388,44114.32,Net Banking,0
TXN001956,CUST0094,MERCH0139,2025-03-31 17:43:09.326397,1708.79,Wallet,1
TXN001957,CUST0013,MERCH0096,2025-04-12 17:43:09.326406,37610.13,Net Banking,0
TXN001958,CUST0438,MERCH0124,2025-02-12 17:43:09.326415,32807.74,Credit Card,0
TXN001959,CUST0538,MERCH0155,2025-03-10 17:43:09.326424,38410.27,Debit Card,0
TXN001960,CUST0587,MERCH0021,2024-07-10 17:43:09.326432,24775.67,Net Banking,0
TXN001961,CUST0150,MERCH0236,2024-08-31 17:43:09.326442,49569.82,Wallet,0
TXN001962,CUST0008,MERCH0240,2025-03-29 17:43:09.326451,2287.97,Wallet,0
TXN001963,CUST0029,MERCH0114,2024-12-20 17:43:09.326460,11795.14,Net Banking,0
TXN001964,CUST0296,MERCH0013,2025-04-16 17:43:09.326468,19887.64,UPI,0
TXN001965,CUST0340,MERCH0086,2025-01-06 17:43:09.326477,22543.92,Net Banking,0
TXN001966,CUST0439,MERCH0035,2025-05-24 17:43:09.326486,46076.23,Wallet,0
TXN001967,CUST0144,MERCH0047,2024-11-30 17:43:09.326494,28044.22,Net Banking,0
TXN001968,CUST0519,MERCH0214,2024-09-03 17:43:09.326503,2351.04,Credit Card,0
TXN001969,CUST0045,MERCH0156,2025-02-15 17:43:09.326512,20452.36,UPI,0
TXN001970,CUST0239,MERCH0149,2024-09-18 17:43:09.326521,20882.87,Net Banking,0
TXN001971,CUST0155,MERCH0238,2024-12-12 17:43:09.326529,48278.0,Wallet,0
TXN001972,CUST0181,MERCH0146,2025-05-27 17:43:09.326538,29999.93,Net Banking,0
TXN001973,CUST0215,MERCH0159,2025-02-12 17:43:09.326547,31818.99,Net Banking,0
TXN001974,CUST0088,MERCH0188,2024-10-23 17:43:09.326555,35691.33,Debit Card,0
TXN001975,CUST0256,MERCH0125,2024-07-04 17:43:09.326564,38524.96,Net Banking,0
TXN001976,CUST0511,MERCH0110,2024-07-22 17:43:09.326573,31789.05,Credit Card,0
TXN001977,CUST0073,MERCH0037,2025-02-02 17:43:09.326582,11936.0,Wallet,0
TXN001978,CUST0179,MERCH0021,2024-07-29 17:43:09.326590,43714.89,Debit Card,0
TXN001979,CUST0212,MERCH0014,2025-02-05 17:43:09.326599,36632.78,Net Banking,0
TXN001980,CUST0234,MERCH0217,2024-11-06 17:43:09.326608,37119.34,UPI,0
TXN001981,CUST0465,MERCH0091,2025-05-15 17:43:09.326617,49828.18,Credit Card,0
TXN001982,CUST0223,MERCH0232,2025-05-27 17:43:09.326625,40146.07,Credit Card,0
TXN001983,CUST0264,MERCH0060,2024-11-09 17:43:09.326634,41474.66,Credit Card,0
TXN001984,CUST0207,MERCH0124,2025-05-31 17:43:09.326642,47575.14,Debit Card,0
TXN001985,CUST0366,MERCH0023,2025-01-19 17:43:09.326651,7641.59,Net Banking,0
TXN001986,CUST0276,MERCH0223,2024-07-30 17:43:09.326660,24936.6,Credit Card,0
TXN001987,CUST0380,MERCH0111,2024-12-03 17:43:09.326669,29070.29,Net Banking,0
TXN001988,CUST0309,MERCH0124,2025-06-10 17:43:09.326678,16530.86,UPI,0
TXN001989,CUST0268,MERCH0157,2025-03-17 17:43:09.326686,41986.23,Net Banking,0
TXN001990,CUST0064,MERCH0175,2025-04-19 17:43:09.326695,38144.74,Net Banking,0
TXN001991,CUST0350,MERCH0030,2025-03-01 17:43:09.326704,36072.07,Net Banking,0
TXN001992,CUST0494,MERCH0115,2025-02-09 17:43:09.326713,49857.76,Wallet,0
TXN001993,CUST0523,MERCH0090,2025-01-19 17:43:09.326721,13043.13,Debit Card,0
TXN001994,CUST0098,MERCH0212,2024-11-08 17:43:09.326730,36799.32,Net Banking,0
TXN001995,CUST0071,MERCH0038,2025-01-31 17:43:09.326739,27615.08,Credit Card,0
TXN001996,CUST0364,MERCH0083,2024-07-10 17:43:09.326747,15718.16,Wallet,0
TXN001997,CUST0570,MERCH0027,2024-10-28 17:43:09.326756,8113.28,Net Banking,0
TXN001998,CUST0276,MERCH0217,2025-05-24 17:43:09.326765,44804.6,Wallet,0
TXN001999,CUST0050,MERCH0104,2024-08-07 17:43:09.326774,29813.23,Debit Card,0
TXN002000,CUST0358,MERCH0230,2024-07-08 17:43:09.326783,41264.2,Wallet,0
TXN002001,CUST0564,MERCH0116,2024-11-01 17:43:09.326792,27312.71,Credit Card,0
TXN002002,CUST0485,MERCH0215,2024-07-29 17:43:09.326801,11076.86,Net Banking,0
TXN002003,CUST0084,MERCH0221,2025-01-30 17:43:09.326810,16943.69,Credit Card,0
TXN002004,CUST0584,MERCH0015,2025-03-09 17:43:09.326818,19138.79,UPI,0
TXN002005,CUST0296,MERCH0187,2025-06-11 17:43:09.326827,48649.45,Wallet,0
TXN002006,CUST0236,MERCH0003,2024-11-14 17:43:09.326837,381.1,Wallet,0
TXN002007,CUST0056,MERCH0010,2025-02-08 17:43:09.326845,49284.73,Wallet,1
TXN002008,CUST0360,MERCH0207,2025-02-04 17:43:09.326854,49025.04,Debit Card,0
TXN002009,CUST0110,MERCH0120,2024-10-11 17:43:09.326863,49807.92,Credit Card,0
TXN002010,CUST0192,MERCH0208,2024-11-23 17:43:09.326873,23881.75,UPI,0
TXN002011,CUST0093,MERCH0145,2025-01-17 17:43:09.326881,48194.07,Debit Card,0
TXN002012,CUST0568,MERCH0128,2025-03-28 17:43:09.326890,19840.4,Debit Card,0
TXN002013,CUST0060,MERCH0211,2025-01-05 17:43:09.326899,1412.09,Net Banking,0
TXN002014,CUST0039,MERCH0011,2024-08-01 17:43:09.326907,11294.92,UPI,0
TXN002015,CUST0540,MERCH0176,2024-12-05 17:43:09.326916,47270.28,Wallet,0
TXN002016,CUST0049,MERCH0133,2025-01-26 17:43:09.326925,786.86,Wallet,0
TXN002017,CUST0420,MERCH0069,2025-03-17 17:43:09.326934,27345.11,Net Banking,0
TXN002018,CUST0013,MERCH0064,2024-12-08 17:43:09.326992,3872.52,Wallet,0
TXN002019,CUST0036,MERCH0250,2024-09-21 17:43:09.327003,14391.19,Credit Card,0
TXN002020,CUST0101,MERCH0014,2025-04-24 17:43:09.327011,4495.83,Wallet,0
TXN002021,CUST0086,MERCH0050,2025-03-03 17:43:09.327020,42990.48,Credit Card,0
TXN002022,CUST0516,MERCH0154,2025-01-26 17:43:09.327028,29594.43,Net Banking,0
TXN002023,CUST0223,MERCH0072,2025-01-23 17:43:09.327037,45115.11,Net Banking,0
TXN002024,CUST0338,MERCH0069,2025-01-15 17:43:09.327046,34448.82,Credit Card,0
TXN002025,CUST0166,MERCH0135,2025-04-07 17:43:09.327054,48554.35,Wallet,0
TXN002026,CUST0383,MERCH0127,2025-06-22 17:43:09.327063,25542.89,Net Banking,0
TXN002027,CUST0376,MERCH0016,2024-08-10 17:43:09.327072,31971.66,Net Banking,0
TXN002028,CUST0471,MERCH0183,2025-04-22 17:43:09.327081,28857.81,Credit Card,0
TXN002029,CUST0031,MERCH0078,2024-11-02 17:43:09.327090,24264.6,Net Banking,0
TXN002030,CUST0375,MERCH0101,2025-04-17 17:43:09.327098,42313.37,Wallet,0
TXN002031,CUST0011,MERCH0056,2025-03-25 17:43:09.327107,32261.8,Net Banking,0
TXN002032,CUST0302,MERCH0105,2024-08-28 17:43:09.327115,40085.48,Credit Card,0
TXN002033,CUST0096,MERCH0132,2024-08-06 17:43:09.327124,39339.56,Wallet,0
TXN002034,CUST0190,MERCH0228,2025-04-11 17:43:09.327133,9633.15,UPI,0
TXN002035,CUST0453,MERCH0048,2025-04-22 17:43:09.327142,32543.16,Credit Card,0
TXN002036,CUST0192,MERCH0248,2025-01-03 17:43:09.327151,10062.44,UPI,0
TXN002037,CUST0486,MERCH0017,2024-08-11 17:43:09.327159,29207.69,Net Banking,0
TXN002038,CUST0266,MERCH0111,2025-01-07 17:43:09.327168,33903.99,Wallet,0
TXN002039,CUST0424,MERCH0164,2024-10-16 17:43:09.327177,49862.03,Net Banking,0
TXN002040,CUST0128,MERCH0070,2025-04-26 17:43:09.327187,1624.04,Wallet,0
TXN002041,CUST0238,MERCH0080,2024-08-30 17:43:09.327195,4653.0,Debit Card,0
TXN002042,CUST0355,MERCH0093,2024-10-25 17:43:09.327204,3943.63,Net Banking,0
TXN002043,CUST0112,MERCH0228,2024-12-18 17:43:09.327213,19978.23,Net Banking,0
TXN002044,CUST0446,MERCH0038,2024-08-03 17:43:09.327223,41097.26,Net Banking,0
TXN002045,CUST0343,MERCH0101,2025-04-18 17:43:09.327233,42218.41,Credit Card,0
TXN002046,CUST0145,MERCH0240,2024-11-11 17:43:09.327242,36875.28,Wallet,0
TXN002047,CUST0065,MERCH0062,2025-04-26 17:43:09.327251,44854.22,Wallet,0
TXN002048,CUST0247,MERCH0121,2024-09-04 17:43:09.327260,16210.71,Wallet,0
TXN002049,CUST0490,MERCH0048,2024-10-26 17:43:09.327268,4498.92,Credit Card,0
TXN002050,CUST0439,MERCH0010,2025-06-21 17:43:09.327277,3001.84,Wallet,0
TXN002051,CUST0106,MERCH0233,2024-10-11 17:43:09.327286,42621.42,Net Banking,0
TXN002052,CUST0181,MERCH0036,2025-03-31 17:43:09.327295,36548.77,UPI,0
TXN002053,CUST0184,MERCH0157,2025-01-02 17:43:09.327303,34960.9,Debit Card,0
TXN002054,CUST0226,MERCH0206,2024-12-06 17:43:09.327312,17049.85,Wallet,0
TXN002055,CUST0089,MERCH0004,2025-02-14 17:43:09.327320,19057.27,Credit Card,0
TXN002056,CUST0530,MERCH0044,2025-04-07 17:43:09.327330,47909.87,Credit Card,0
TXN002057,CUST0371,MERCH0056,2025-06-07 17:43:09.327338,3283.86,Wallet,0
TXN002058,CUST0399,MERCH0042,2025-02-20 17:43:09.327347,38709.21,UPI,0
TXN002059,CUST0106,MERCH0228,2024-12-15 17:43:09.327355,15550.7,Wallet,1
TXN002060,CUST0271,MERCH0114,2024-12-16 17:43:09.327364,2048.83,Credit Card,0
TXN002061,CUST0503,MERCH0237,2024-12-26 17:43:09.327373,37154.25,Debit Card,1
TXN002062,CUST0525,MERCH0141,2024-10-24 17:43:09.327381,16612.5,UPI,0
TXN002063,CUST0032,MERCH0174,2024-07-02 17:43:09.327390,36135.16,Wallet,0
TXN002064,CUST0393,MERCH0210,2024-07-03 17:43:09.327399,35411.95,Debit Card,1
TXN002065,CUST0040,MERCH0161,2024-08-08 17:43:09.327408,26785.87,Wallet,0
TXN002066,CUST0218,MERCH0021,2025-01-19 17:43:09.327416,38890.92,UPI,0
TXN002067,CUST0082,MERCH0208,2024-12-16 17:43:09.327425,29093.81,Credit Card,0
TXN002068,CUST0201,MERCH0079,2025-03-10 17:43:09.327433,14403.18,UPI,0
TXN002069,CUST0447,MERCH0246,2025-04-23 17:43:09.327443,36732.35,Net Banking,0
TXN002070,CUST0428,MERCH0185,2024-10-17 17:43:09.327451,29498.08,Wallet,0
TXN002071,CUST0038,MERCH0069,2024-09-18 17:43:09.327460,735.09,Debit Card,1
TXN002072,CUST0211,MERCH0070,2025-04-29 17:43:09.327469,45092.04,Debit Card,0
TXN002073,CUST0444,MERCH0230,2025-03-02 17:43:09.327477,27327.62,UPI,0
TXN002074,CUST0327,MERCH0067,2025-05-15 17:43:09.327486,43444.5,UPI,0
TXN002075,CUST0227,MERCH0048,2024-11-30 17:43:09.327495,44148.57,UPI,0
TXN002076,CUST0048,MERCH0204,2025-05-23 17:43:09.327504,22303.84,Debit Card,0
TXN002077,CUST0018,MERCH0228,2025-06-09 17:43:09.327513,25432.23,Credit Card,1
TXN002078,CUST0439,MERCH0161,2025-03-29 17:43:09.327521,20846.14,Debit Card,0
TXN002079,CUST0187,MERCH0036,2024-08-31 17:43:09.327530,22526.9,Credit Card,0
TXN002080,CUST0345,MERCH0161,2024-11-28 17:43:09.327539,44767.84,UPI,0
TXN002081,CUST0224,MERCH0159,2024-11-18 17:43:09.327547,39428.39,Net Banking,0
TXN002082,CUST0488,MERCH0149,2024-11-23 17:43:09.327556,6413.63,Debit Card,0
TXN002083,CUST0229,MERCH0027,2024-11-17 17:43:09.327564,30554.36,UPI,0
TXN002084,CUST0390,MERCH0219,2025-03-22 17:43:09.327573,49795.74,Debit Card,0
TXN002085,CUST0589,MERCH0072,2025-06-09 17:43:09.327582,29817.98,UPI,0
TXN002086,CUST0188,MERCH0248,2024-09-04 17:43:09.327590,39314.99,Debit Card,0
TXN002087,CUST0270,MERCH0101,2025-06-02 17:43:09.327599,38476.17,Wallet,0
TXN002088,CUST0310,MERCH0190,2025-05-31 17:43:09.327608,17580.84,Debit Card,0
TXN002089,CUST0132,MERCH0096,2025-04-25 17:43:09.327616,18655.28,Wallet,0
TXN002090,CUST0551,MERCH0128,2024-08-08 17:43:09.327628,36231.41,Credit Card,0
TXN002091,CUST0072,MERCH0026,2024-11-17 17:43:09.327637,25049.18,Debit Card,0
TXN002092,CUST0187,MERCH0066,2025-04-09 17:43:09.327646,28571.48,Credit Card,0
TXN002093,CUST0486,MERCH0140,2025-05-08 17:43:09.327654,35674.0,Net Banking,0
TXN002094,CUST0191,MERCH0022,2025-03-18 17:43:09.327663,38900.99,Wallet,0
TXN002095,CUST0422,MERCH0017,2025-01-03 17:43:09.327672,13648.68,Debit Card,0
TXN002096,CUST0120,MERCH0007,2025-06-18 17:43:09.327681,7425.01,Credit Card,0
TXN002097,CUST0220,MERCH0107,2024-11-03 17:43:09.327689,14660.55,UPI,0
TXN002098,CUST0053,MERCH0068,2025-03-20 17:43:09.327698,25426.16,Credit Card,0
TXN002099,CUST0451,MERCH0128,2024-11-12 17:43:09.327707,17172.85,Debit Card,0
TXN002100,CUST0412,MERCH0037,2025-04-25 17:43:09.327716,28461.3,Net Banking,0
TXN002101,CUST0237,MERCH0038,2025-06-09 17:43:09.327724,2767.94,Wallet,0
TXN002102,CUST0406,MERCH0096,2024-07-31 17:43:09.327733,25536.55,UPI,0
